0.231377,0.0499995
0.242946,0.057666
0.255094,0.0660577
0.267848,0.0751827
0.281241,0.0850425
0.295303,0.0956325
0.310068,0.106942
0.325571,0.118954
0.34185,0.131646
0.358942,0.144991
0.376889,0.158956
0.395734,0.173505
0.415521,0.188597
0.436297,0.20419
0.458112,0.220236
0.481017,0.23669
0.505068,0.253502
0.530321,0.270622
0.556837,0.288001
0.584679,0.305588
0.613913,0.323336
0.644609,0.341196
0.676839,0.359122
0.710681,0.377069
0.746215,0.394994
0.783526,0.412858
0.822702,0.430622
0.863838,0.44825
0.907029,0.465709
0.952381,0.482968
1,0.5
1.05,0.516779
1.1025,0.533282
1.15762,0.549489
1.21551,0.565382
1.27628,0.580945
1.3401,0.596165
1.4071,0.611032
1.47746,0.625534
1.55133,0.639666
1.62889,0.653422
1.71034,0.666798
1.79586,0.679791
1.88565,0.6924
1.97993,0.704627
2.07893,0.716472
2.18287,0.727939
2.29202,0.739029
2.40662,0.749749
2.52695,0.760103
2.6533,0.770096
2.78596,0.779736
2.92526,0.789029
3.07152,0.797982
3.2251,0.806604
3.38635,0.814901
3.55567,0.822883
3.73346,0.830557
3.92013,0.837933
4.11614,0.845018
4.32194,0.851821
4.53804,0.858352
4.76494,0.864617
5.00319,0.870627
5.25335,0.87639
5.51602,0.881914
5.79182,0.787136
6.08141,0.892277
6.38548,0.804849
6.70475,0.813212
7.03999,0.821259
7.39199,0.828996
7.76159,0.836432
8.14967,0.843577
8.55715,0.850438
8.98501,0.793395
9.43426,0.863344
9.90597,0.810651
10.4013,0.875219
10.9213,0.775793
11.4674,0.834156
12.0408,0.891247
12.6428,0.803079
13.2749,0.855008
13.9387,0.86141
14.6356,0.827421
15.3674,0.834919
16.1358,0.842124
16.9426,0.849042
17.7897,0.822985
18.6792,0.862059
19.6131,0.838027
20.5938,0.874037
21.6235,0.851908
22.7047,0.832624
23.8399,0.815849
25.0319,0.870704
26.2835,0.876464
27.5977,0.881985
28.9775,0.866303
30.4264,0.796275
31.9477,0.840658
33.5451,0.865332
35.2224,0.837686
36.9835,0.877047
38.8327,0.851593
40.7743,0.858133
42.813,0.864408
44.9537,0.883951
47.2014,0.876197
49.5614,0.8455
52.0395,0.852284
54.6415,0.869759
57.3736,0.865043
60.2422,0.881116
63.2544,0.867226
66.4171,0.891545
69.7379,0.852972
73.2248,0.835392
76.8861,0.820095
80.7304,0.835015
84.7669,0.835357
89.0052,0.849131
93.4555,0.86214
98.1283,0.874406
103.035,0.874112
108.186,0.896803
113.596,0.885115
119.276,0.895463
125.239,0.895215
131.501,0.895215
138.076,0.9182
144.98,0.917541
152.229,0.803676
159.841,0.819158
167.833,0.833835
176.224,0.847724
185.035,0.864076
194.287,0.876339
204.002,0.887878
214.202,0.90163
224.912,0.911689
236.157,0.923811
247.965,0.932502
260.363,0.943113
273.382,0.952968
287.051,0.962101
301.403,0.970546
316.473,0.980481
332.297,0.987562
348.912,0.996035
366.358,0
